"organismofinterest","date_qrt","onset","n_inc","n_adm","inc"
"Enterococcus faecium","2021 Q1","Post discharge",48,112708,0.425879263228875
"Enterococcus faecium","2021 Q2","Community-onset",163,122643,1.3290607698768
"Enterococcus faecium","2021 Q2","Hospital-onset",165,122643,1.34536826398571
"Enterococcus faecium","2021 Q2","Post discharge",69,122643,0.562608546757662
"Enterococcus faecium","2021 Q3","Community-onset",162,121660,1.33157981259247
"Enterococcus faecium","2021 Q3","Hospital-onset",140,121660,1.15074798619102
"Enterococcus faecium","2021 Q3","Post discharge",52,121660,0.427420680585238
"Enterococcus faecium","2021 Q4","Community-onset",140,114060,1.22742416272137
"Enterococcus faecium","2021 Q4","Hospital-onset",138,114060,1.20988953182536
"Enterococcus faecium","2021 Q4","Post discharge",53,114060,0.46466771874452
"Enterococcus faecium","2022 Q1","Community-onset",147,110418,1.33130467858501
"Enterococcus faecium","2022 Q1","Hospital-onset",186,110418,1.68450796065859
"Enterococcus faecium","2022 Q1","Post discharge",59,110418,0.534333170316434
"Escherichia coli","2007 Q1","Community-onset",2035,127336,15.9813407049067
"Escherichia coli","2007 Q1","Hospital-onset",723,127336,5.67789156248037
"Escherichia coli","2007 Q1","Post discharge",402,127336,3.15700194760319
"Escherichia coli","2007 Q2","Community-onset",2117,127771,16.5687049486973
"Escherichia coli","2007 Q2","Hospital-onset",874,127771,6.84036283663742
"Escherichia coli","2007 Q2","Post discharge",542,127771,4.24196413896737
"Escherichia coli","2007 Q3","Community-onset",2266,127765,17.7356866121395
"Escherichia coli","2007 Q3","Hospital-onset",943,127765,7.38073807380738
"Escherichia coli","2007 Q3","Post discharge",600,127765,4.69612178609165
"Escherichia coli","2007 Q4","Community-onset",2160,125063,17.2712952671853
"Escherichia coli","2007 Q4","Hospital-onset",838,125063,6.70062288606542
"Escherichia coli","2007 Q4","Post discharge",542,125063,4.33381575685854
"Escherichia coli","2008 Q1","Community-onset",2064,131960,15.641103364656
"Escherichia coli","2008 Q1","Hospital-onset",916,131960,6.94149742346166
"Escherichia coli","2008 Q1","Post discharge",593,131960,4.49378599575629
"Escherichia coli","2008 Q2","Community-onset",2300,132154,17.4039378301073
"Escherichia coli","2008 Q2","Hospital-onset",908,132154,6.87077197814671
"Escherichia coli","2008 Q2","Post discharge",594,132154,4.49475611786249
"Escherichia coli","2008 Q3","Community-onset",2360,131853,17.8987205448492
"Escherichia coli","2008 Q3","Hospital-onset",909,131853,6.89404109121522
"Escherichia coli","2008 Q3","Post discharge",604,131853,4.58085898690208
"Escherichia coli","2008 Q4","Community-onset",2300,127920,17.9799874921826
"Escherichia coli","2008 Q4","Hospital-onset",866,127920,6.76985616010006
"Escherichia coli","2008 Q4","Post discharge",600,127920,4.69043151969981
"Escherichia coli","2009 Q1","Community-onset",2226,134338,16.5701439652221
"Escherichia coli","2009 Q1","Hospital-onset",909,134338,6.76651431463919
"Escherichia coli","2009 Q1","Post discharge",602,134338,4.48123390254433
"Escherichia coli","2009 Q2","Community-onset",2376,138175,17.1955853084856
"Escherichia coli","2009 Q2","Hospital-onset",875,138175,6.33254930341958
"Escherichia coli","2009 Q2","Post discharge",631,138175,4.566672697666
"Escherichia coli","2009 Q3","Community-onset",2632,138183,19.0472055173212
"Escherichia coli","2009 Q3","Hospital-onset",898,138183,6.49862863014987
"Escherichia coli","2009 Q3","Post discharge",689,138183,4.9861415658945
"Escherichia coli","2009 Q4","Community-onset",2358,132778,17.7589660937806
"Escherichia coli","2009 Q4","Hospital-onset",899,132778,6.77069996535571
"Escherichia coli","2009 Q4","Post discharge",570,132778,4.29287984455256
"Escherichia coli","2010 Q1","Community-onset",2354,138694,16.9726159747357
"Escherichia coli","2010 Q1","Hospital-onset",834,138694,6.01323777524623
"Escherichia coli","2010 Q1","Post discharge",610,138694,4.39817151426882
"Escherichia coli","2010 Q2","Community-onset",2467,141169,17.4755080789692
"Escherichia coli","2010 Q2","Hospital-onset",872,141169,6.17699353257443
"Escherichia coli","2010 Q2","Post discharge",626,141169,4.4344013204032
"Escherichia coli","2010 Q3","Community-onset",2550,140257,18.1809107566824
"Escherichia coli","2010 Q3","Hospital-onset",888,140257,6.33123480467998
"Escherichia coli","2010 Q3","Post discharge",600,140257,4.2778613545135
"Escherichia coli","2010 Q4","Community-onset",2417,134637,17.951974568655
"Escherichia coli","2010 Q4","Hospital-onset",846,134637,6.28356246796943
"Escherichia coli","2010 Q4","Post discharge",576,134637,4.27817019095791
"Escherichia coli","2011 Q1","Community-onset",2265,139539,16.2320211553759
"Escherichia coli","2011 Q1","Hospital-onset",903,139539,6.47130909638166
"Escherichia coli","2011 Q1","Post discharge",549,139539,3.9343839356739
"Escherichia coli","2011 Q2","Community-onset",2511,141372,17.7616501145913
"Escherichia coli","2011 Q2","Hospital-onset",827,141372,5.84981467334408
"Escherichia coli","2011 Q2","Post discharge",615,141372,4.35022493846023
"Escherichia coli","2011 Q3","Community-onset",2671,139364,19.1656381848971
"Escherichia coli","2011 Q3","Hospital-onset",818,139364,5.86952154071353
"Escherichia coli","2011 Q3","Post discharge",648,139364,4.64969432565081
"Escherichia coli","2011 Q4","Community-onset",2494,135771,18.3691657275854
"Escherichia coli","2011 Q4","Hospital-onset",856,135771,6.30473370601969
"Escherichia coli","2011 Q4","Post discharge",647,135771,4.76537699508732
"Escherichia coli","2012 Q1","Community-onset",2409,140774,17.1125349851535
"Escherichia coli","2012 Q1","Hospital-onset",844,140774,5.99542529160214
"Escherichia coli","2012 Q1","Post discharge",572,140774,4.06325031610951
"Escherichia coli","2012 Q2","Community-onset",2421,140781,17.1969228802182
"Escherichia coli","2012 Q2","Hospital-onset",783,140781,5.5618300765018
"Escherichia coli","2012 Q2","Post discharge",683,140781,4.85150695051179
"Escherichia coli","2012 Q3","Community-onset",2595,138247,18.7707509023704
"Escherichia coli","2012 Q3","Hospital-onset",809,138247,5.85184488632665
"Escherichia coli","2012 Q3","Post discharge",624,138247,4.51366033259311
"Escherichia coli","2012 Q4","Community-onset",2470,133753,18.4668755093344
"Escherichia coli","2012 Q4","Hospital-onset",738,133753,5.51763324934768
"Escherichia coli","2012 Q4","Post discharge",618,133753,4.62045711124236
"Escherichia coli","2013 Q1","Community-onset",2251,136643,16.4735844499901
"Escherichia coli","2013 Q1","Hospital-onset",757,136643,5.53998375328411
"Escherichia coli","2013 Q1","Post discharge",626,136643,4.58128114868672
"Escherichia coli","2013 Q2","Community-onset",2354,138223,17.0304507932833
"Escherichia coli","2013 Q2","Hospital-onset",732,138223,5.29579013622914
"Escherichia coli","2013 Q2","Post discharge",645,138223,4.66637245610354
"Escherichia coli","2013 Q3","Community-onset",2516,137496,18.2987141444115
"Escherichia coli","2013 Q3","Hospital-onset",793,137496,5.76744050736021
"Escherichia coli","2013 Q3","Post discharge",654,137496,4.75650200733112
"Escherichia coli","2013 Q4","Community-onset",2484,134299,18.4960424128251
"Escherichia coli","2013 Q4","Hospital-onset",717,134299,5.33883349838793
"Escherichia coli","2013 Q4","Post discharge",622,134299,4.63145667503109
"Escherichia coli","2014 Q1","Community-onset",2267,136466,16.6121964445356
"Escherichia coli","2014 Q1","Hospital-onset",679,136466,4.97559831752964
"Escherichia coli","2014 Q1","Post discharge",617,136466,4.5212726979614
"Escherichia coli","2014 Q2","Community-onset",2447,141215,17.3281875154906
"Escherichia coli","2014 Q2","Hospital-onset",690,141215,4.88616648373048
"Escherichia coli","2014 Q2","Post discharge",634,141215,4.4896080444712
"Escherichia coli","2014 Q3","Community-onset",2523,139658,18.0655601540907
"Escherichia coli","2014 Q3","Hospital-onset",689,139658,4.9334803591631
"Escherichia coli","2014 Q3","Post discharge",711,139658,5.09100803391141
"Escherichia coli","2014 Q4","Community-onset",2383,134458,17.7230064406729
"Escherichia coli","2014 Q4","Hospital-onset",684,134458,5.08709039253893
"Escherichia coli","2014 Q4","Post discharge",567,134458,4.21693019381517
"Escherichia coli","2015 Q1","Community-onset",2287,135886,16.8302842088221
"Escherichia coli","2015 Q1","Hospital-onset",654,135886,4.81285783671607
"Escherichia coli","2015 Q1","Post discharge",593,135886,4.36395213634959
"Escherichia coli","2015 Q2","Community-onset",2356,138705,16.9856890523053
"Escherichia coli","2015 Q2","Hospital-onset",630,138705,4.54201362604088
"Escherichia coli","2015 Q2","Post discharge",638,138705,4.59968998954616
"Escherichia coli","2015 Q3","Community-onset",2515,137203,18.3305029773401
"Escherichia coli","2015 Q3","Hospital-onset",602,137203,4.38765916197168
"Escherichia coli","2015 Q3","Post discharge",634,137203,4.62089021377084
"Escherichia coli","2015 Q4","Community-onset",2321,132219,17.5542093042604
"Escherichia coli","2015 Q4","Hospital-onset",586,132219,4.43204078082575
"Escherichia coli","2015 Q4","Post discharge",601,132219,4.54548892367965
"Escherichia coli","2016 Q1","Community-onset",2361,138117,17.0942027411542
"Escherichia coli","2016 Q1","Hospital-onset",590,138117,4.2717406257014
"Escherichia coli","2016 Q1","Post discharge",557,138117,4.03281276019607
"Escherichia coli","2016 Q2","Community-onset",2455,137059,17.9119941047286
"Escherichia coli","2016 Q2","Hospital-onset",590,137059,4.30471548749079
"Escherichia coli","2016 Q2","Post discharge",590,137059,4.30471548749079
"Escherichia coli","2016 Q3","Community-onset",2478,135157,18.3342335210163
"Escherichia coli","2016 Q3","Hospital-onset",554,135157,4.09893679202705
"Escherichia coli","2016 Q3","Post discharge",645,135157,4.7722278535333
"Escherichia coli","2016 Q4","Community-onset",2327,130683,17.8064476634298
"Escherichia coli","2016 Q4","Hospital-onset",605,130683,4.62952335039753
"Escherichia coli","2016 Q4","Post discharge",599,130683,4.58361072212912
"Escherichia coli","2017 Q1","Community-onset",2290,136477,16.7793840720414
"Escherichia coli","2017 Q1","Hospital-onset",623,136477,4.56487173662962
"Escherichia coli","2017 Q1","Post discharge",596,136477,4.36703620390249
"Escherichia coli","2017 Q2","Community-onset",2408,136124,17.6897534600805
"Escherichia coli","2017 Q2","Hospital-onset",511,136124,3.75393024007523
"Escherichia coli","2017 Q2","Post discharge",599,136124,4.40039963562634
"Escherichia coli","2017 Q3","Community-onset",2530,133818,18.9062756878746
"Escherichia coli","2017 Q3","Hospital-onset",560,133818,4.18478829454931
"Escherichia coli","2017 Q3","Post discharge",619,133818,4.62568563272504
"Escherichia coli","2017 Q4","Community-onset",2445,132108,18.5075847034245
"Escherichia coli","2017 Q4","Hospital-onset",542,132108,4.10270384836649
"Escherichia coli","2017 Q4","Post discharge",614,132108,4.64771247766978
"Escherichia coli","2018 Q1","Community-onset",2313,136697,16.9206346883984
"Escherichia coli","2018 Q1","Hospital-onset",514,136697,3.76014104186632
"Escherichia coli","2018 Q1","Post discharge",596,136697,4.36000790068546
"Escherichia coli","2018 Q2","Community-onset",2512,136870,18.3531818513918
"Escherichia coli","2018 Q2","Hospital-onset",490,136870,3.58003945349602
"Escherichia coli","2018 Q2","Post discharge",632,136870,4.61752027471323
"Escherichia coli","2018 Q3","Community-onset",2593,133799,19.3798159926457
"Escherichia coli","2018 Q3","Hospital-onset",461,133799,3.44546670752397
"Escherichia coli","2018 Q3","Post discharge",553,133799,4.13306526954611
"Escherichia coli","2018 Q4","Community-onset",2527,131059,19.2813923500103
"Escherichia coli","2018 Q4","Hospital-onset",449,131059,3.42593793634928
"Escherichia coli","2018 Q4","Post discharge",550,131059,4.19658321824522
"Escherichia coli","2019 Q1","Community-onset",2367,134984,17.5354116043383
"Escherichia coli","2019 Q1","Hospital-onset",477,134984,3.53375214840277
"Escherichia coli","2019 Q1","Post discharge",585,134984,4.33384697445623
"Escherichia coli","2019 Q2","Community-onset",2505,136761,18.3166253537193
"Escherichia coli","2019 Q2","Hospital-onset",458,136761,3.34890794890356
"Escherichia coli","2019 Q2","Post discharge",582,136761,4.25559918397789
"Escherichia coli","2019 Q3","Community-onset",2642,133801,19.7457418105993
"Escherichia coli","2019 Q3","Hospital-onset",481,133801,3.59489092009776
"Escherichia coli","2019 Q3","Post discharge",595,133801,4.44690248951802
"Escherichia coli","2019 Q4","Community-onset",2373,129551,18.3171106359658
"Escherichia coli","2019 Q4","Hospital-onset",468,129551,3.61247693958364
"Escherichia coli","2019 Q4","Post discharge",520,129551,4.01386326620404
"Escherichia coli","2020 Q1","Community-onset",2137,124192,17.2072275186808
"Escherichia coli","2020 Q1","Hospital-onset",459,124192,3.69589023447565
"Escherichia coli","2020 Q1","Post discharge",495,124192,3.98576397835609
"Escherichia coli","2020 Q2","Community-onset",2117,93235,22.706065318818
"Escherichia coli","2020 Q2","Hospital-onset",445,93235,4.77288571888239
"Escherichia coli","2020 Q2","Post discharge",324,93235,3.47508982678179
"Escherichia coli","2020 Q3","Community-onset",2365,113339,20.8666037286371
"Escherichia coli","2020 Q3","Hospital-onset",563,113339,4.96739868888908
"Escherichia coli","2020 Q3","Post discharge",437,113339,3.85568956846275
"Escherichia coli","2020 Q4","Community-onset",2310,113705,20.3157292995031
"Escherichia coli","2020 Q4","Hospital-onset",609,113705,5.35596499714173
"Escherichia coli","2020 Q4","Post discharge",435,113705,3.82568928367266
"Escherichia coli","2021 Q1","Community-onset",2272,112708,20.1582851261667
"Escherichia coli","2021 Q1","Hospital-onset",662,112708,5.87358483869823
"Escherichia coli","2021 Q1","Post discharge",408,112708,3.61997373744543
"Escherichia coli","2021 Q2","Community-onset",2376,122643,19.3733030013943
"Escherichia coli","2021 Q2","Hospital-onset",549,122643,4.47640713289792
"Escherichia coli","2021 Q2","Post discharge",527,122643,4.29702469769983
"Escherichia coli","2021 Q3","Community-onset",2278,121660,18.7243136610225
"Escherichia coli","2021 Q3","Hospital-onset",581,121660,4.77560414269275
"Escherichia coli","2021 Q3","Post discharge",524,121660,4.30708531974355
"Escherichia coli","2021 Q4","Community-onset",2089,114060,18.3149219708925
"Escherichia coli","2021 Q4","Hospital-onset",570,114060,4.9973698053656
"Escherichia coli","2021 Q4","Post discharge",483,114060,4.23461336138874
"Escherichia coli","2022 Q1","Community-onset",1994,110418,18.058649857813
"Escherichia coli","2022 Q1","Hospital-onset",581,110418,5.26182325345505
"Escherichia coli","2022 Q1","Post discharge",387,110418,3.50486333749932
"Klebsiella pneumoniae","2007 Q1","Community-onset",975,127336,7.65690770873908
"Klebsiella pneumoniae","2007 Q1","Hospital-onset",548,127336,4.30357479424515
"Klebsiella pneumoniae","2007 Q1","Post discharge",229,127336,1.79839165671923
"Klebsiella pneumoniae","2007 Q2","Community-onset",1081,127771,8.4604487716305
"Klebsiella pneumoniae","2007 Q2","Hospital-onset",693,127771,5.42376595628116
"Klebsiella pneumoniae","2007 Q2","Post discharge",335,127771,2.6218782039743
"Klebsiella pneumoniae","2007 Q3","Community-onset",1227,127765,9.60356905255743
"Klebsiella pneumoniae","2007 Q3","Hospital-onset",883,127765,6.91112589519822
"Klebsiella pneumoniae","2007 Q3","Post discharge",330,127765,2.58286698235041
"Klebsiella pneumoniae","2007 Q4","Community-onset",1149,125063,9.18736956573887
"Klebsiella pneumoniae","2007 Q4","Hospital-onset",736,125063,5.88503394289278
"Klebsiella pneumoniae","2007 Q4","Post discharge",370,125063,2.9585089115086
"Klebsiella pneumoniae","2008 Q1","Community-onset",1033,131960,7.82812973628372
"Klebsiella pneumoniae","2008 Q1","Hospital-onset",716,131960,5.42588663231282
"Klebsiella pneumoniae","2008 Q1","Post discharge",303,131960,2.29615034859048
"Klebsiella pneumoniae","2008 Q2","Community-onset",1158,132154,8.76250435098446
"Klebsiella pneumoniae","2008 Q2","Hospital-onset",767,132154,5.80383491986622
"Klebsiella pneumoniae","2008 Q2","Post discharge",335,132154,2.53492137960258
"Klebsiella pneumoniae","2008 Q3","Community-onset",1268,131853,9.61677019104609
"Klebsiella pneumoniae","2008 Q3","Hospital-onset",878,131853,6.65893077897355
"Klebsiella pneumoniae","2008 Q3","Post discharge",371,131853,2.81373954327926
"Klebsiella pneumoniae","2008 Q4","Community-onset",1174,127920,9.1776110068793
"Klebsiella pneumoniae","2008 Q4","Hospital-onset",753,127920,5.88649155722326
"Klebsiella pneumoniae","2008 Q4","Post discharge",363,127920,2.83771106941839
"Klebsiella pneumoniae","2009 Q1","Community-onset",1179,134338,8.77637005166074
"Klebsiella pneumoniae","2009 Q1","Hospital-onset",696,134338,5.18096145543331
"Klebsiella pneumoniae","2009 Q1","Post discharge",329,134338,2.44904643511144
"Klebsiella pneumoniae","2009 Q2","Community-onset",1193,138175,8.63397865026235
"Klebsiella pneumoniae","2009 Q2","Hospital-onset",752,138175,5.44237380133888
"Klebsiella pneumoniae","2009 Q2","Post discharge",369,138175,2.67052650624208
"Klebsiella pneumoniae","2009 Q3","Community-onset",1377,138183,9.96504635157726
"Klebsiella pneumoniae","2009 Q3","Hospital-onset",790,138183,5.71705636728107
"Klebsiella pneumoniae","2009 Q3","Post discharge",419,138183,3.03221090872249
"Klebsiella pneumoniae","2009 Q4","Community-onset",1280,132778,9.64015122987242
"Klebsiella pneumoniae","2009 Q4","Hospital-onset",797,132778,6.00250041422525
"Klebsiella pneumoniae","2009 Q4","Post discharge",366,132778,2.75648074229164
"Klebsiella pneumoniae","2010 Q1","Community-onset",1105,138694,7.96717954633942
"Klebsiella pneumoniae","2010 Q1","Hospital-onset",676,138694,4.87403925187824
"Klebsiella pneumoniae","2010 Q1","Post discharge",322,138694,2.32165775015502
"Klebsiella pneumoniae","2010 Q2","Community-onset",1263,141169,8.94672343078155
"Klebsiella pneumoniae","2010 Q2","Hospital-onset",674,141169,4.77441931302198
"Klebsiella pneumoniae","2010 Q2","Post discharge",359,141169,2.54305123646126
"Klebsiella pneumoniae","2010 Q3","Community-onset",1367,140257,9.74639411936659
"Klebsiella pneumoniae","2010 Q3","Hospital-onset",797,140257,5.68242583257877
"Klebsiella pneumoniae","2010 Q3","Post discharge",460,140257,3.27969370512702
"Klebsiella pneumoniae","2010 Q4","Community-onset",1288,134637,9.56646389922532
"Klebsiella pneumoniae","2010 Q4","Hospital-onset",761,134637,5.65223526965099
"Klebsiella pneumoniae","2010 Q4","Post discharge",349,134637,2.59215520250748
"Klebsiella pneumoniae","2011 Q1","Community-onset",1170,139539,8.38475264979683
"Klebsiella pneumoniae","2011 Q1","Hospital-onset",657,139539,4.70836110334745
"Klebsiella pneumoniae","2011 Q1","Post discharge",338,139539,2.42226187660797
"Klebsiella pneumoniae","2011 Q2","Community-onset",1331,141372,9.41487706193588
"Klebsiella pneumoniae","2011 Q2","Hospital-onset",654,141372,4.62609286138698
"Klebsiella pneumoniae","2011 Q2","Post discharge",396,141372,2.80112044817927
"Klebsiella pneumoniae","2011 Q3","Community-onset",1434,139364,10.2896013317643
"Klebsiella pneumoniae","2011 Q3","Hospital-onset",821,139364,5.89104790333228
"Klebsiella pneumoniae","2011 Q3","Post discharge",447,139364,3.20742803019431
"Klebsiella pneumoniae","2011 Q4","Community-onset",1331,135771,9.80327168541146
"Klebsiella pneumoniae","2011 Q4","Hospital-onset",678,135771,4.99370263163709
"Klebsiella pneumoniae","2011 Q4","Post discharge",379,135771,2.79146504039891
"Klebsiella pneumoniae","2012 Q1","Community-onset",1182,140774,8.39643684203049
"Klebsiella pneumoniae","2012 Q1","Hospital-onset",641,140774,4.55339764445139
"Klebsiella pneumoniae","2012 Q1","Post discharge",333,140774,2.36549362808473
"Klebsiella pneumoniae","2012 Q2","Community-onset",1287,140781,9.14185863149147
"Klebsiella pneumoniae","2012 Q2","Hospital-onset",671,140781,4.76626817539299
"Klebsiella pneumoniae","2012 Q2","Post discharge",369,140781,2.62109233490315
"Klebsiella pneumoniae","2012 Q3","Community-onset",1355,138247,9.80129767734562
"Klebsiella pneumoniae","2012 Q3","Hospital-onset",734,138247,5.30933763481305
"Klebsiella pneumoniae","2012 Q3","Post discharge",461,138247,3.33461123930357
"Klebsiella pneumoniae","2012 Q4","Community-onset",1278,133753,9.55492587082159
"Klebsiella pneumoniae","2012 Q4","Hospital-onset",682,133753,5.0989510515652
"Klebsiella pneumoniae","2012 Q4","Post discharge",359,133753,2.6840519464984
"Klebsiella pneumoniae","2013 Q1","Community-onset",1166,136643,8.53318501496601
"Klebsiella pneumoniae","2013 Q1","Hospital-onset",553,136643,4.04704229268971
"Klebsiella pneumoniae","2013 Q1","Post discharge",282,136643,2.06377201905696
"Klebsiella pneumoniae","2013 Q2","Community-onset",1225,138223,8.8624903236075
"Klebsiella pneumoniae","2013 Q2","Hospital-onset",581,138223,4.20335255348242
"Klebsiella pneumoniae","2013 Q2","Post discharge",405,138223,2.93004782127432
"Klebsiella pneumoniae","2013 Q3","Community-onset",1443,137496,10.4948507592948
"Klebsiella pneumoniae","2013 Q3","Hospital-onset",724,137496,5.26560772677023
"Klebsiella pneumoniae","2013 Q3","Post discharge",428,137496,3.11281782742771
"Klebsiella pneumoniae","2013 Q4","Community-onset",1350,134299,10.0521969634919
"Klebsiella pneumoniae","2013 Q4","Hospital-onset",606,134299,4.51231952583415
"Klebsiella pneumoniae","2013 Q4","Post discharge",377,134299,2.80716907795293
"Klebsiella pneumoniae","2014 Q1","Community-onset",1244,136466,9.11582372165961
"Klebsiella pneumoniae","2014 Q1","Hospital-onset",537,136466,3.93504609206689
"Klebsiella pneumoniae","2014 Q1","Post discharge",355,136466,2.60138056365688
"Klebsiella pneumoniae","2014 Q2","Community-onset",1300,141215,9.20582091137627
"Klebsiella pneumoniae","2014 Q2","Hospital-onset",561,141215,3.97266579329391
"Klebsiella pneumoniae","2014 Q2","Post discharge",412,141215,2.91753708883617
"Klebsiella pneumoniae","2014 Q3","Community-onset",1479,139658,10.590155952398
"Klebsiella pneumoniae","2014 Q3","Hospital-onset",631,139658,4.51818012573573
"Klebsiella pneumoniae","2014 Q3","Post discharge",433,139658,3.1004310530009
"Klebsiella pneumoniae","2014 Q4","Community-onset",1307,134458,9.72050751907659
"Klebsiella pneumoniae","2014 Q4","Hospital-onset",642,134458,4.77472519299707
"Klebsiella pneumoniae","2014 Q4","Post discharge",355,134458,2.64022966279433
"Klebsiella pneumoniae","2015 Q1","Community-onset",1145,135886,8.42618076917416
"Klebsiella pneumoniae","2015 Q1","Hospital-onset",492,135886,3.62068204230016
"Klebsiella pneumoniae","2015 Q1","Post discharge",328,135886,2.41378802820011
"Klebsiella pneumoniae","2015 Q2","Community-onset",1201,138705,8.65866407123031
"Klebsiella pneumoniae","2015 Q2","Hospital-onset",486,138705,3.50383908294582
"Klebsiella pneumoniae","2015 Q2","Post discharge",370,138705,2.66753181211925
"Klebsiella pneumoniae","2015 Q3","Community-onset",1463,137203,10.6630321494428
"Klebsiella pneumoniae","2015 Q3","Hospital-onset",549,137203,4.00137023242932
"Klebsiella pneumoniae","2015 Q3","Post discharge",450,137203,3.27981166592567
"Klebsiella pneumoniae","2015 Q4","Community-onset",1340,132219,10.1347007616152
"Klebsiella pneumoniae","2015 Q4","Hospital-onset",549,132219,4.15220202845279
"Klebsiella pneumoniae","2015 Q4","Post discharge",393,132219,2.97234134277222
"Klebsiella pneumoniae","2016 Q1","Community-onset",1213,138117,8.78240911690813
"Klebsiella pneumoniae","2016 Q1","Hospital-onset",481,138117,3.48255464569894
"Klebsiella pneumoniae","2016 Q1","Post discharge",343,138117,2.48340175358573
"Klebsiella pneumoniae","2016 Q2","Community-onset",1369,137059,9.98839915656761
"Klebsiella pneumoniae","2016 Q2","Hospital-onset",528,137059,3.85235555490701
"Klebsiella pneumoniae","2016 Q2","Post discharge",399,137059,2.91115505001496
"Klebsiella pneumoniae","2016 Q3","Community-onset",1540,135157,11.3941564254904
"Klebsiella pneumoniae","2016 Q3","Hospital-onset",557,135157,4.12113320064813
"Klebsiella pneumoniae","2016 Q3","Post discharge",411,135157,3.04090798108866
"Klebsiella pneumoniae","2016 Q4","Community-onset",1396,130683,10.6823381771156
"Klebsiella pneumoniae","2016 Q4","Hospital-onset",552,130683,4.22396180069328
"Klebsiella pneumoniae","2016 Q4","Post discharge",393,130683,3.00727715158054
"Klebsiella pneumoniae","2017 Q1","Community-onset",1315,136477,9.63532316800633
"Klebsiella pneumoniae","2017 Q1","Hospital-onset",447,136477,3.27527715292687
"Klebsiella pneumoniae","2017 Q1","Post discharge",346,136477,2.53522571568836
"Klebsiella pneumoniae","2017 Q2","Community-onset",1373,136124,10.0863918192236
"Klebsiella pneumoniae","2017 Q2","Hospital-onset",444,136124,3.26173195028063
"Klebsiella pneumoniae","2017 Q2","Post discharge",386,136124,2.83564984866739
"Klebsiella pneumoniae","2017 Q3","Community-onset",1429,133818,10.678682987341
"Klebsiella pneumoniae","2017 Q3","Hospital-onset",491,133818,3.66916259397092
"Klebsiella pneumoniae","2017 Q3","Post discharge",489,133818,3.65421692149038
"Klebsiella pneumoniae","2017 Q4","Community-onset",1376,132108,10.4157204711297
"Klebsiella pneumoniae","2017 Q4","Hospital-onset",443,132108,3.35331698307445
"Klebsiella pneumoniae","2017 Q4","Post discharge",403,132108,3.05053441123929
"Klebsiella pneumoniae","2018 Q1","Community-onset",1264,136697,9.24672816521211
"Klebsiella pneumoniae","2018 Q1","Hospital-onset",420,136697,3.07248878907364
"Klebsiella pneumoniae","2018 Q1","Post discharge",357,136697,2.6116154707126
"Klebsiella pneumoniae","2018 Q2","Community-onset",1349,136870,9.85606780156353
"Klebsiella pneumoniae","2018 Q2","Hospital-onset",379,136870,2.76905092423468
"Klebsiella pneumoniae","2018 Q2","Post discharge",387,136870,2.82750054796522
"Klebsiella pneumoniae","2018 Q3","Community-onset",1491,133799,11.1435810432066
"Klebsiella pneumoniae","2018 Q3","Hospital-onset",429,133799,3.20630199029888
"Klebsiella pneumoniae","2018 Q3","Post discharge",473,133799,3.53515347648338
"Klebsiella pneumoniae","2018 Q4","Community-onset",1405,131059,10.7203625847901
"Klebsiella pneumoniae","2018 Q4","Hospital-onset",414,131059,3.15888264064276
"Klebsiella pneumoniae","2018 Q4","Post discharge",409,131059,3.12073188411326
"Klebsiella pneumoniae","2019 Q1","Community-onset",1367,134984,10.1271261779174
"Klebsiella pneumoniae","2019 Q1","Hospital-onset",352,134984,2.60771647010016
"Klebsiella pneumoniae","2019 Q1","Post discharge",366,134984,2.71143246607005
"Klebsiella pneumoniae","2019 Q2","Community-onset",1446,136761,10.5731897251409
"Klebsiella pneumoniae","2019 Q2","Hospital-onset",403,136761,2.94674651399156
"Klebsiella pneumoniae","2019 Q2","Post discharge",389,136761,2.84437814874123
"Klebsiella pneumoniae","2019 Q3","Community-onset",1583,133801,11.8310027578269
"Klebsiella pneumoniae","2019 Q3","Hospital-onset",436,133801,3.25857056374765
"Klebsiella pneumoniae","2019 Q3","Post discharge",437,133801,3.26604434944432
"Klebsiella pneumoniae","2019 Q4","Community-onset",1467,129551,11.3237257913872
"Klebsiella pneumoniae","2019 Q4","Hospital-onset",404,129551,3.11846299912776
"Klebsiella pneumoniae","2019 Q4","Post discharge",367,129551,2.8328611898017
"Klebsiella pneumoniae","2020 Q1","Community-onset",1289,124192,10.3790904406081
"Klebsiella pneumoniae","2020 Q1","Hospital-onset",394,124192,3.17250708580263
"Klebsiella pneumoniae","2020 Q1","Post discharge",329,124192,2.64912393712961
"Klebsiella pneumoniae","2020 Q2","Community-onset",1239,93235,13.2890009116748
"Klebsiella pneumoniae","2020 Q2","Hospital-onset",368,93235,3.94701560572746
"Klebsiella pneumoniae","2020 Q2","Post discharge",267,93235,2.86373143132944
"Klebsiella pneumoniae","2020 Q3","Community-onset",1488,113339,13.1287553269395
"Klebsiella pneumoniae","2020 Q3","Hospital-onset",499,113339,4.40272104041857
"Klebsiella pneumoniae","2020 Q3","Post discharge",282,113339,2.48811088857322
"Klebsiella pneumoniae","2020 Q4","Community-onset",1428,113705,12.5588144760565
"Klebsiella pneumoniae","2020 Q4","Hospital-onset",538,113705,4.73154214854228
"Klebsiella pneumoniae","2020 Q4","Post discharge",268,113705,2.3569763862627
